,Unnamed: 0,Unnamed: 0.1,App,Category,Rating,Reviews,Size,Installs,Price,Content Rating
1697,1697,2278,CCHT PREP,19,3.6,25,22.571652379544755,1000,10.99,0
4711,4711,6098,GF - BF Chat Stories - Hindi English Convesation,18,4.1,32,4.1,10000,0.0,0
6996,6996,9204,TNEB Bill Checker / TNEB Bill Status,11,2.5,2,5.0,1000,0.0,0
2278,2278,3107,CityMaps2Go Plan Trips Travel Guide Offline Maps,24,4.3,64713,58.0,1000000,0.0,0
3209,3209,4245,FollowMeter for Instagram,20,4.4,90082,8.8,1000000,0.0,0
3314,3314,4378,N Launcher: Nougat Theme,26,4.2,128,7.7,10000,0.0,0
1334,1334,1739,Dream League Soccer 2018,17,4.6,9882639,74.0,100000000,0.0,0
6037,6037,7956,CV EXAMPLES,4,4.1,423,20.0,100000,0.0,0
793,793,1066,Intesa Sanpaolo Mobile,11,3.6,35518,22.571652379544755,1000000,0.0,0
2280,2280,3109,Skyscanner,24,4.5,481545,29.0,10000000,0.0,0
4994,4994,6506,BN Whitening Shoppe Ph,2,4.0,2,13.0,100,0.0,0
7954,7954,10478,Sci Fi Sounds,18,3.2,4,8.0,1000,0.0,0
3859,3859,5004,Mupen64+AE FREE (N64 Emulator),17,4.0,41759,12.0,1000000,0.0,0
4862,4862,6319,BJ Bridge Standard American 2018,17,1.0,1,4.9,1000,0.0,0
7771,7771,10237,HD VideoDownlaoder For Fb : XXVideo Downloader,30,4.2,61,6.1,10000,0.0,0
3313,3313,4377,Rope'n'Fly 4,17,4.1,234606,59.0,10000000,0.0,0
1567,1567,2108,Paw Patrol by ShuffleCards,18,4.3,3484,56.0,1000000,0.0,0
6712,6712,8841,Deep Sleep Battery Saver Pro,25,3.9,1417,2.9,10000,3.28,0
453,453,539,Black White Interracial Dating - Interracial Match,7,4.1,535,28.0,100000,0.0,3
5281,5281,6944,Bixby Button Remapper - bxActions,25,4.3,13064,4.6,1000000,0.0,0
2477,2477,3340,NETGEAR WiFi Analytics,25,4.1,9496,22.571652379544755,1000000,0.0,0
5540,5540,7337,Flo's CH Boss Timer,18,3.5,163,3.4,1000,0.0,0
3946,3946,5137,WoW AH Tracker,25,2.9,33,22.571652379544755,10000,0.0,0
476,476,592,A hundred,7,4.1,236,8.8,10000,0.0,3
6348,6348,8385,Coupon Mob - Discount Coupons,21,3.0,2,1.3,100,0.0,0
2524,2524,3387,Live 3D Neon Blue Love Heart Keyboard Theme,26,4.3,6626,9.1,1000000,0.0,0
1269,1269,1649,White Noise Baby,16,4.5,10544,44.0,1000000,0.0,0
2358,2358,3208,IHG®: Hotel Deals & Rewards,24,4.3,18622,44.0,1000000,0.0,0
3778,3778,4917,Air Conditioner Maintenance,27,4.0,11,22.571652379544755,5000,0.0,0
1942,1942,2633,Patook - make platonic friends,20,4.0,3677,50.0,100000,0.0,3
4129,4129,5386,League of Gamers - Be an E-Sports Legend!,23,4.5,68072,40.0,5000000,0.0,0
6853,6853,9017,DW Missed call cleaner patch,25,3.9,65,22.571652379544755,5000,0.0,0
3873,3873,5018,AE 3D Moto 3,17,3.9,2588,26.0,100000,0.0,2
3713,3713,4844,ZArchiver Donate,25,4.8,1721,22.571652379544755,10000,2.5,0
6402,6402,8454,Boomerang from Instagram,22,4.4,928720,22.571652379544755,50000000,0.0,0
4458,4458,5782,AXE.IO - Brutal Survival Battleground,17,4.2,3845,76.0,500000,0.0,2
102,102,104,Hairstyles step by step,2,4.6,4369,14.0,100000,0.0,0
5044,5044,6573,Bomber Friends,17,4.5,776730,49.0,10000000,0.0,2
1802,1802,2404,Wide address pocket prep,19,4.5,513,12.0,5000,0.0,0
2954,2954,3884,Build a Bridge!,18,4.6,263454,74.0,10000000,0.0,0
3272,3272,4331,Lie Detector,18,3.1,306,2.9,50000,0.0,0
7554,7554,9952,JuiceNet - Smart EV Charging,32,3.5,106,24.0,5000,0.0,0
6811,6811,8960,DV 2018 Winners Guide,3,4.8,11,22.571652379544755,1000,0.0,0
956,956,1247,Caviar - Food Delivery,12,4.2,3755,8.5,100000,0.0,0
5831,5831,7707,Cp Calculator for Evolution:GO,18,4.8,124,2.5,500,0.0,0
4835,4835,6281,Grindr - Gay chat,20,3.6,284795,31.0,10000000,0.0,3
6603,6603,8715,DQ Texas,12,4.1,336,13.0,100000,0.0,0
495,495,614,FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,7,4.8,84,4.5,1000,0.0,3
726,726,976,Tribeca Shortlist - Handpicked Movies,9,3.9,801,57.0,100000,0.0,1
988,988,1281,Nike+ Run Club,13,4.4,708674,22.571652379544755,10000000,0.0,0
1999,1999,2704,Extreme Coupon Finder,21,4.1,11798,22.571652379544755,1000000,0.0,0
7450,7450,9799,ES Summer Chill Theme for Free,25,4.3,940,22.571652379544755,100000,0.0,0
5397,5397,7095,CA DMV,25,4.2,5463,6.0,1000000,0.0,0
2740,2740,3641,METEO FRANCE,29,3.9,100994,54.0,5000000,0.0,0
4462,4462,5786,Axe Champ,17,3.8,141,19.0,10000,0.0,0
591,591,773,SAT Test,8,4.1,2363,6.6,100000,0.0,0
5383,5383,7075,Inwestor mobile,11,3.2,124,7.2,10000,0.0,0
4831,4831,6275,BI APP,11,5.0,2,2.7,100,0.0,0
1859,1859,2530,Blood Pressure - Stay Healthy,19,4.6,7,2.7,1000,0.0,0
3125,3125,4132,F-Sim Space Shuttle,18,4.4,5427,22.571652379544755,100000,4.99,0
3425,3425,4508,Q Avatar Pro,18,4.8,4,3.6,100,1.49,1
2054,2054,2803,FreePrints – Free Photos Delivered,22,4.8,109500,37.0,1000000,0.0,0
2303,2303,3134,Flight & Hotel Booking App - ixigo,24,4.4,45562,22.571652379544755,5000000,0.0,0
5946,5946,7849,Grenade Practice for CS:GO,18,4.4,431,17.0,10000,0.0,0
4528,4528,5886,NB|AZ Business Mobile Banking,11,4.1,44,13.0,1000,0.0,0
413,413,499,stranger chat - anonymous chat,7,3.5,13202,6.1,1000000,0.0,3
1363,1363,1785,PUBG MOBILE,17,4.4,3715656,36.0,50000000,0.0,1
395,395,481,AMBW Dating App: Asian Men Black Women Interracial,7,3.5,2,17.0,100,7.99,3
3964,3964,5179,Ai illustrator viewer,0,3.4,486,5.9,100000,0.0,0
7781,7781,10247,FC BARCELONA EVENTS,23,4.3,6,11.0,100,0.0,0
3572,3572,4680,Vimeo,18,3.9,85578,22.571652379544755,10000000,0.0,1
1707,1707,2289,Critical Care Paramedic Review,19,4.4,17,1.8,1000,9.99,2
3732,3732,4867,AB Mobile App,13,3.4,2105,8.2,100000,0.0,0
53,53,55,Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru,1,4.9,10479,33.0,100000,0.0,0
5526,5526,7316,CG Shikshak,18,4.4,211,6.8,10000,0.0,0
2537,2537,3401,Retro Clock Widget,26,4.2,86743,22.571652379544755,5000000,0.0,0
2680,2680,3571,SugarSync,27,4.1,16420,3.8,1000000,0.0,0
3836,3836,4977,Ad Remove Plugin for App2SD,27,4.1,66,22.571652379544755,1000,1.29,0
3410,3410,4491,"Q Alerts: QAnon Drop Notifications, Research +++",31,4.7,143,26.0,5000,0.99,3
1259,1259,1639,ZipRealty Real Estate & Homes,16,4.0,3937,15.0,100000,0.0,0
7718,7718,10165,EZ game screen recorder with audio 1080P,30,4.1,40,3.9,1000,0.0,0
5851,5851,7740,Gunship Modern Combat 3D,17,4.2,3247,26.0,500000,0.0,1
5328,5328,7001,Sandbox Number Coloring Book Art - Color By Number,18,4.2,14356,22.571652379544755,1000000,0.0,0
3510,3510,4615,The T Factor,10,4.8,48,13.0,1000,0.0,0
7120,7120,9377,Doomsday Preppers™,18,4.2,137167,52.0,1000000,0.0,0
5587,5587,7412,CJ SO COOL,18,4.5,145,14.0,10000,0.0,0
3621,3621,4739,WhatsCall Free Global Phone Call App & Cheap Calls,6,4.6,1130966,27.0,10000000,0.0,0
5771,5771,7638,Aquarium Co-Op Podcast,16,4.9,206,3.9,1000,0.0,0
218,218,231,Tiny Scanner - PDF Scanner App,4,4.7,286897,39.0,10000000,0.0,0
184,184,195,USPS MOBILE®,4,3.9,16589,9.1,1000000,0.0,0
64,64,66,Used Cars Mexico,1,4.0,190,2.5,50000,0.0,0
3934,3934,5103,All States Ag Parts,21,4.7,68,6.5,10000,0.0,0
5685,5685,7542,CM Security Lite - Antivirus,25,4.6,262076,1.2,10000000,0.0,0
6033,6033,7952,Free CV Creator,25,3.9,37,21.0,10000,0.0,0
2930,2930,3855,Blitzer.de,32,4.5,65590,18.0,5000000,0.0,0
5486,5486,7247,CF Chat: Connecting Friends,6,3.4,5,2.4,100,0.0,1
97,97,99,"ipsy: Makeup, Beauty, and Tips",2,4.9,49790,14.0,1000000,0.0,0
1512,1512,2042,Draw.ly - Color by Number Pixel Art Coloring,18,4.4,18616,10.0,1000000,0.0,0
4443,4443,5765,HCP Anywhere,4,4.7,114,8.6,5000,0.0,0
7610,7610,10031,Subway Simulator 3D,18,4.0,25489,62.0,1000000,0.0,0
320,320,369,Android Messages,6,4.2,781810,22.571652379544755,100000000,0.0,0
6260,6260,8255,Marvel and DC Wallpapers,26,4.2,249,91.0,10000,0.0,0
4239,4239,5521,Questland: Turn Based RPG,18,4.6,31134,48.0,1000000,0.0,2
777,777,1050,Citibanamex Movil,11,3.6,52306,42.0,5000000,0.0,0
5103,5103,6662,Simple Gallery,25,4.5,28030,9.0,1000000,0.0,0
4856,4856,6312,BJ Bridge Free (2018),17,3.9,20,4.8,10000,0.0,0
4964,4964,6458,bm Wallet,11,3.5,196,27.0,10000,0.0,0
69,69,71,SK Enca Direct Malls - Used Cars Search,1,3.6,1379,16.0,500000,0.0,0
249,249,297,LINE WEBTOON - Free Comics,5,4.5,1013635,22.571652379544755,10000000,0.0,1
1189,1189,1558,Barcode Scanner,15,4.2,3945,9.4,500000,0.0,0
3338,3338,4402,Read Unlimitedly! Kids'n Books,18,3.8,7462,31.0,1000000,0.0,0
3515,3515,4620,Ludo - Don't get angry,17,4.2,131,23.0,1000,1.61,0
6810,6810,8959,DV Statistics,20,4.2,6,2.7,100,0.0,0
3318,3318,4382,Cops N Robbers 2,17,4.1,63680,46.0,1000000,0.0,2
4298,4298,5586,Lullaby Add-on for Sleep as Android,13,3.9,2057,6.2,50000,1.99,0
3434,3434,4517,QR Code Reader,25,4.0,495971,2.7,50000000,0.0,0
1584,1584,2130,Supermarket Manager: Cashier Simulator Kids Games,18,4.0,15489,60.0,1000000,0.0,0
403,403,489,"Moco - Chat, Meet People",7,4.2,313724,22.571652379544755,10000000,0.0,3
1899,1899,2573,Meet – Talk to Strangers Using Random Video Chat,20,4.6,60562,15.0,5000000,0.0,3
3544,3544,4651,DRC Sim - Wii U Gamepad,18,2.4,210,4.0,10000,0.0,0
2651,2651,3526,Google Sheets,27,4.3,496399,22.571652379544755,100000000,0.0,0
3006,3006,3964,Smart Launcher theme b. gold,26,4.1,291,35.0,5000,1.99,0
5628,5628,7462,CK-12: Practice Math & Science,18,4.2,562,20.0,50000,0.0,0
6758,6758,8903,DU Browser Mini(Small&Fast),25,4.2,20941,2.0,1000000,0.0,0
7016,7016,9228,EC Security,16,4.5,13,28.0,1000,0.0,0
6978,6978,9177,EB Events,24,3.3,97,16.0,10000,0.0,0
8105,8105,10717,Frontline Terrorist Battle Shoot: Free FPS Shooter,17,4.2,9183,49.0,1000000,0.0,3
4816,4816,6255,Digital Tourist BH Itinerary,24,4.6,19,14.0,500,0.0,0
2660,2660,3540,Notepad,27,4.2,80581,2.5,10000000,0.0,0
1758,1758,2341,HealtheLife,19,3.6,190,7.7,100000,0.0,0
6225,6225,8208,DB Sound Meter: Measure Noise Level- Decibel Meter,25,4.3,824,2.8,10000,0.0,0
525,525,702,Khan Academy,8,4.6,85375,21.0,5000000,0.0,0
5517,5517,7302,CG BILASPUR CARNIVAL,10,3.8,59,1.8,5000,0.0,0
6052,6052,7971,Job CV Maker & Portfolio Maker,18,4.2,593,4.9,100000,0.0,0
2534,2534,3397,Freeme Launcher—Stylish Theme,26,4.1,2828,7.4,100000,0.0,0
4367,4367,5666,STUCOR - AU,18,4.5,1827,12.0,100000,0.0,0
3742,3742,4878,Math games for kids : times tables - AB Math,18,3.9,2371,8.3,500000,0.0,0
2115,2115,2870,InstaSize Photo Filters & Collage Editor,22,4.3,811693,50.0,50000000,0.0,0
3789,3789,4929,AC Remote Control Simulator,18,3.3,353,2.3,100000,0.0,0
4364,4364,5662,Rugby AU,23,2.7,17,14.0,1000,0.0,0
3266,3266,4323,Lep's World 🍀,17,4.3,696019,22.571652379544755,50000000,0.0,2
76,76,78,Best Car Wallpapers,1,4.5,994,2.9,100000,0.0,0
5541,5541,7338,20 Minuten (CH),31,3.5,14153,22.571652379544755,1000000,0.0,2
7726,7726,10177,Farsi Keyboard,25,4.3,9716,1.3,1000000,0.0,0
2525,2525,3388,Pink Diamond Princess Keyboard Theme,26,3.7,10796,6.8,1000000,0.0,0
4869,4869,6331,One Launcher,26,4.3,26601,5.4,1000000,0.0,0
2629,2629,3497,7 Weeks - Habit & Goal Tracker,27,4.4,6011,4.3,500000,0.0,0
802,802,1075,BZWBK24 mobile,11,4.5,64959,39.0,1000000,0.0,0
5957,5957,7861,CT Scan Generations,18,4.7,6,5.1,1000,0.0,0
3174,3174,4196,H-Connect,13,4.0,50,15.0,5000,0.0,0
5846,5846,7733,QRZ Assistant,6,4.2,1044,3.5,100000,0.0,0
4954,4954,6442,BL!TZ - Endless,17,4.7,21,9.0,100,0.0,0
767,767,1035,Goldstar: Live Event Tickets,10,4.5,1953,22.571652379544755,100000,0.0,1
6572,6572,8681,Download Instant DP (Full HD),25,4.3,1283,4.4,100000,0.0,0
831,831,1106,Walmart MoneyCard,11,4.2,6148,10.0,1000000,0.0,0
633,633,848,SoloLearn: Learn to Code for Free,8,4.8,256079,7.6,1000000,0.0,1
3099,3099,4093,Aab e Hayat Full Novel,3,4.3,1476,41.0,100000,0.0,0
7804,7804,10273,Fan App for Portsmouth FC,23,4.5,53,12.0,1000,0.0,1
161,161,170,Flybook,3,3.9,1778,4.9,500000,0.0,3
4222,4222,5492,AdventureQuest 3D MMO,18,4.3,22667,35.0,1000000,0.0,1
2709,2709,3608,"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",28,4.6,349,4.4,100000,0.0,0
426,426,512,"Free Dating App - YoCutie - Flirt, Chat & Meet",7,4.1,97684,7.9,1000000,0.0,3
3728,3728,4862,Abs Workout - Burn Belly Fat with No Equipment,13,4.8,69279,10.0,10000000,0.0,0
2985,2985,3935,Dragon Sim Online: Be A Dragon,18,4.6,111741,66.0,5000000,0.0,1
6304,6304,8311,Bike Racing 3D,17,4.2,951435,14.0,50000000,0.0,0
708,708,926,SHOWTIME,9,4.2,12398,22.571652379544755,1000000,0.0,1
5854,5854,7743,Christian Questions Podcast,18,4.6,222,15.0,10000,0.0,0
971,971,1264,Step Counter - Pedometer Free & Calorie Counter,13,4.7,117925,7.0,10000000,0.0,0
7293,7293,9587,HAWK – Force of an Arcade Shooter. Shoot 'em up,17,4.6,190274,46.0,5000000,0.0,0
4394,4394,5703,AV-IPTV,30,4.4,43,44.0,1000,0.0,0
4148,4148,5408,Arena of Valor: 5v5 Arena Game,17,4.4,438911,99.0,10000000,0.0,1
6953,6953,9152,TETRIS,18,4.0,199808,57.0,10000000,0.0,0
7185,7185,9455,EJ messenger,6,5.0,1,25.0,10,0.0,1
3447,3447,4533,R. Physics Puzzle Game,18,4.2,5369,60.0,500000,0.0,0
3984,3984,5200,Chat With Artificial Intelligence,18,3.2,32,2.8,1000,0.0,0
5110,5110,6678,Bleacher Report Live,23,4.0,232,32.0,50000,0.0,0
5864,5864,7756,iReadMe,27,5.0,8,22.0,100,0.0,0
6729,6729,8862,ReadyOp DT,6,4.6,8,1.1,1000,0.0,0
386,386,459,Mail.Ru - Email App,6,4.6,837842,22.571652379544755,50000000,0.0,0
1217,1217,1587,Pronunciation and know the name of the caller from his number,16,4.6,2167,1.4,500000,0.0,0
7187,7187,9457,Rope Superhero Unlimited,17,4.4,6735,26.0,1000000,0.0,3
5112,5112,6681,BR Video Player,30,4.0,46,3.1,5000,0.0,0
5427,5427,7137,CB Pay,11,4.5,198,11.0,10000,0.0,0
6984,6984,9186,Epson iProjection,27,3.5,3930,18.0,1000000,0.0,0
4514,4514,5871,AZ Lottery Players Club,18,4.2,97,8.9,10000,0.0,0
4623,4623,6005,BD Data Plan (3G & 4G),6,4.4,10341,6.9,500000,0.0,0
5094,5094,6648,[Substratum] M5 Theme,26,4.4,16,6.7,5000,0.0,0
6563,6563,8672,Dude Perfect,23,4.5,97,1.9,10000,0.0,0
2650,2650,3521,Smart File Manager,27,4.2,17415,4.1,1000000,0.0,0
7127,7127,9384,Driving School 3D 2017,18,3.9,5075,48.0,500000,0.0,0
3327,3327,4391,Traps n' Gemstones,17,4.5,413,9.1,1000,4.99,0
1507,1507,2036,Number Counting games for toddler preschool kids,18,4.3,1024,22.571652379544755,1000000,0.0,0
5396,5396,7094,CA World '17,27,3.7,7,18.0,1000,0.0,1
7100,7100,9351,Equestria Amino for MLP,20,4.8,8369,63.0,50000,0.0,1
456,456,546,The League,7,3.0,837,9.4,100000,0.0,3
5878,5878,7772,Chest Calculator for CR,18,3.9,14754,21.0,1000000,0.0,2
7271,7271,9560,The translator,25,4.5,23805,4.1,1000000,0.0,0
2795,2795,3696,Droid Zap by Motorola,30,3.8,2093,22.571652379544755,5000000,0.0,0
6700,6700,8823,DS Helpdesk Plus,4,3.6,21,22.571652379544755,100,12.99,0
4317,4317,5613,Twilight: Blue light filter,13,4.6,318134,22.571652379544755,5000000,0.0,0
3590,3590,4701,The grand theft V Wallpaper,26,3.8,87,4.3,10000,0.0,2
3161,3161,4181,G-NetWiFi Pro,25,3.3,6,1.5,100,5.99,0
411,411,497,Mingle2 - Free Online Dating & Singles Chat Rooms,7,4.3,37053,44.0,1000000,0.0,3
7301,7301,9597,Dragonplay™ Poker Texas Holdem,17,4.5,197979,22.571652379544755,1000000,0.0,1
7186,7186,9456,Traffic Sniper Counter Attack,17,4.3,5339,38.0,1000000,0.0,1
1703,1703,2285,Anti Mosquito simulation,19,4.2,74,2.6,1000,1.5,0
4056,4056,5310,Kymco AK 550,1,4.3,47,58.0,1000,0.0,0
2636,2636,3504,Todoist: To-do lists for task management & errands,27,4.5,155999,12.0,10000000,0.0,0
182,182,193,Google My Business,4,4.4,70991,22.571652379544755,5000000,0.0,0
6435,6435,8491,Account Class-12 Solutions (D K Goel) Vol-1,18,4.4,708,33.0,50000,0.0,0
147,147,155,Oxford Dictionary of English : Free,3,4.1,363934,7.1,10000000,0.0,0
2337,2337,3172,Hipmunk Hotels & Flights,24,4.3,16734,10.0,1000000,0.0,0
4574,4574,5941,Loreal - BA Makeup,25,1.9,8,6.7,1000,0.0,0
1976,1976,2681,Jabong Online Shopping App,21,4.1,367290,11.0,10000000,0.0,0
74,74,76,"Police Lights, Sirens & Follow Me",1,4.5,737,8.9,100000,0.0,0
7529,7529,9900,Schengen/EU App,25,4.0,24,11.0,1000,0.0,0
3427,3427,4510,Q Wunder,18,3.8,156,43.0,10000,0.0,0
5024,5024,6547,Skip-Bo™,17,4.4,33661,60.0,100000,2.99,0
7686,7686,10133,ez Share Android app,22,3.3,1461,13.0,100000,0.0,0
2446,2446,3308,ConvertPad - Unit Converter,25,4.4,90831,4.3,10000000,0.0,0
2543,2543,3407,Fancy Widgets,26,4.2,37237,3.9,5000000,0.0,0
1367,1367,1789,Tank Stars,17,4.3,174755,98.0,10000000,0.0,2
2157,2157,2929,Pic Collage - Photo Editor,22,4.6,1451000,22.571652379544755,50000000,0.0,0
1710,1710,2292,"End Anxiety Pro - Stress, Panic Attack Help",19,4.2,33,53.0,1000,3.99,0
647,647,862,Digital TV,9,3.1,5241,22.571652379544755,5000000,0.0,0
5346,5346,7020,Butterfly Pixel Art - coloring by number,18,4.6,769,13.0,100000,0.0,0
4630,4630,6013,BD Bank Interest,11,4.7,289,3.2,5000,0.0,0
2103,2103,2852,Blur Image Background Editor (Blur Photo Editor),22,4.4,62421,9.6,5000000,0.0,0
3080,3080,4061,Temple Run,17,4.3,4000433,42.0,100000000,0.0,0
3784,3784,4923,AC Remote for Midea - NOW FREE,25,4.0,448,26.0,100000,0.0,0
4201,4201,5467,HotSpot Tethering Free/WiFi AP,25,3.9,478,2.0,100000,0.0,0
3203,3203,4233,iGun Pro -The Original Gun App,17,4.2,249308,55.0,10000000,0.0,0
6206,6206,8183,Soccer FC,23,3.9,6289,33.0,1000000,0.0,0
6554,6554,8661,"Goal Meter: Goal Tracker, Habit Changer,To-Do List",27,4.6,7969,20.0,100000,0.0,0
7673,7673,10120,Etihad Airways,24,4.1,3674,61.0,500000,0.0,0
4809,4809,6245,ZUL - Rotativo Digital BH,1,4.2,29,22.571652379544755,10000,0.0,0
7547,7547,9945,NEXTCHARGE - Charging Stations,32,4.3,891,6.4,50000,0.0,0
7034,7034,9254,EC Fairgrounds,18,5.0,3,5.5,500,0.0,0
4050,4050,5299,AK 47 Lock Screen,26,4.6,5,8.8,500,0.0,3
5069,5069,6610,High Blood Pressure,19,3.8,4,2.9,1000,0.0,0
7427,7427,9773,ER Doctor City Emergency - Surgery City Doc FREE,18,3.9,1909,84.0,100000,0.0,1
171,171,181,English-Myanmar Dictionary,3,4.4,8788,10.0,1000000,0.0,0
2410,2410,3272,Share Music & Transfer Files - Xender,25,4.4,1280423,22.571652379544755,100000000,0.0,0
3677,3677,4803,Flashlight Ultimate,25,4.6,16936,5.0,1000000,0.0,0
2238,2238,3033,Golfshot: Golf GPS + Tee Times,23,4.3,7543,25.0,500000,0.0,0
3237,3237,4283,K-@ Mail - Email App,6,4.1,1760,22.571652379544755,100000,0.0,0
398,398,484,Match™ Dating - Meet Singles,7,3.7,76646,22.571652379544755,10000000,0.0,3
4336,4336,5634,Nights at Slender Pizzeria 3D,17,4.1,2628,45.0,100000,0.0,1
3300,3300,4361,M-Sight Pro,30,3.3,30,15.0,5000,0.0,0
1534,1534,2069,LEGO® Friends: Heartlake Rush,18,4.5,23671,91.0,1000000,0.0,0
1440,1440,1919,Crossy Road,17,4.5,4230886,60.0,100000000,0.0,0
7626,7626,10047,Advanced EX for KIA,25,3.3,257,22.571652379544755,5000,4.99,0
7753,7753,10217,MultiMessage for FB Messenger,27,4.2,182,7.0,50000,0.0,0
7240,7240,9523,Train Racing Games 3D 2 Player,17,4.3,192374,56.0,10000000,0.0,0
7184,7184,9454,Bad Piggies HD,18,4.4,764967,69.0,10000000,0.0,0
3190,3190,4215,Force LTE Only,25,4.1,10426,7.2,1000000,0.0,0
6246,6246,8236,LC-DB,22,3.0,1,2.5,10,3.49,0
6039,6039,7958,"Resume Builder Free, CV Maker & Resume Templates",4,4.4,20921,5.7,1000000,0.0,0
6353,6353,8392,Digoo·Cloud,25,4.1,543,26.0,10000,0.0,0
3265,3265,4319,Korean Dungeon: K-Word 1000,17,4.7,703,40.0,10000,0.0,2
4570,4570,5937,Alif Ba Ta Song - Arabic Kids,18,4.5,227,15.0,50000,0.0,0
2546,2546,3410,The real aquarium - HD,26,4.3,100130,22.571652379544755,5000000,0.0,0
6482,6482,8549,DM airdisk,25,2.8,11,11.0,1000,0.0,0
1234,1234,1604,Fashion in Vogue,16,3.8,1797,6.8,100000,0.0,0
3277,3277,4336,Lollipop Keyboard L Pro,26,3.6,5525,2.6,500000,0.0,0
2130,2130,2890,Camera FV-5 Lite,22,4.0,130081,5.6,10000000,0.0,0
7477,7477,9829,Economic Times : Market News Go Edition,31,4.3,39,4.2,5000,0.0,0
3996,3996,5214,MiAI (Artificial Intelligence) Assistant,27,3.7,3,7.5,100,0.0,0
2964,2964,3899,LokLok: Draw on a Lock Screen,6,4.1,14766,16.0,500000,0.0,1
2731,2731,3632,MyRadar NOAA Weather Radar,29,4.5,178934,22.571652379544755,10000000,0.0,0
5226,5226,6850,Büfe BU,16,4.1,14,13.0,100,0.0,0
3881,3881,5027,AE Master Moto,17,4.0,17876,37.0,1000000,0.0,0
5026,5026,6549,Beck & Bo: Toddler First Words,18,4.3,41,7.9,1000,2.99,0
5586,5586,7411,CI On The Go,31,3.0,2,14.0,100,0.0,0
8095,8095,10697,Mu.F.O.,17,5.0,2,16.0,1,0.99,0
5029,5029,6552,Red Ball 4,17,4.4,1432447,59.0,50000000,0.0,0
1893,1893,2567,Love Images,20,4.3,16404,2.3,1000000,0.0,0
5102,5102,6661,IKEA Store,21,3.4,25515,22.571652379544755,10000000,0.0,0
4508,4508,5865,Gangster Town: Vice District,18,4.3,65146,100.0,10000000,0.0,3
3633,3633,4755,"X Launcher Pro: PhoneX Theme, OS11 Control Center",0,4.7,801,3.5,5000,1.99,0
6082,6082,8006,Morse Trainer for Ham Radio,6,4.6,265,2.6,10000,2.99,0
3612,3612,4730,WIFI WPS WPA TESTER,25,4.3,352097,6.7,10000000,0.0,0
2185,2185,2968,Futbol24,23,4.3,31908,22.571652379544755,1000000,0.0,0
7862,7862,10353,Theme for Samsung Galaxy Note FE,26,4.5,52,7.9,10000,0.0,0
4799,4799,6224,B&H Kids AR,3,3.9,286,18.0,10000,0.0,0
7957,7957,10481,FJ 4x4 Cruiser Snow Driving,18,4.2,1619,43.0,500000,0.0,0
144,144,152,Google Play Books,3,3.9,1433233,22.571652379544755,1000000000,0.0,1
4955,4955,6446,BL PowerPoint Remote,25,4.3,33,1.0,500,3.99,0
6874,6874,9044,DX Simulation Belt for Build henshin,18,4.5,182,39.0,10000,0.0,0
3361,3361,4427,Stand O’Food® (Full),18,4.4,925,40.0,10000,1.99,0
7331,7331,9631,"NewsDog - Latest News, Breaking News, Local News",31,4.4,291901,4.3,10000000,0.0,3
885,885,1171,Citi Mobile®,11,4.0,78306,46.0,5000000,0.0,0
2668,2668,3554,To-Do Calendar Planner,27,4.2,30291,22.571652379544755,1000000,0.0,0
6307,6307,8314,Anime Love Story Games: ✨Shadowtime✨,18,4.7,198480,82.0,5000000,0.0,0
2639,2639,3508,"Any.do: To-do list, Calendar, Reminders & Planner",27,4.5,298843,22.571652379544755,10000000,0.0,0
6791,6791,8938,Selfie DV,25,2.8,29,14.0,1000,0.0,0
88,88,90,SMS Park,1,4.5,3617,7.9,100000,0.0,0
7328,7328,9627,ai.type keyboard Plus + Emoji,25,4.5,57076,35.0,100000,4.49,0
1774,1774,2359,Banfield Pet Health Tracker,19,4.2,1747,5.9,100000,0.0,0
100,100,102,Mirror - Zoom & Exposure -,2,3.9,32090,22.571652379544755,1000000,0.0,0
4502,4502,5858,Sun & Moon AR Locator,29,3.3,115,5.1,10000,0.0,0
7691,7691,10138,Ez Mirror Match,17,4.4,3344,36.0,500000,0.0,0
3801,3801,4941,ac remote control,25,3.7,9514,7.0,500000,0.0,0
7917,7917,10438,Dolphin and fish coloring book,18,3.9,2249,22.571652379544755,500000,0.0,0
710,710,928,SeriesGuide – Show & Movie Manager,9,4.3,64448,4.4,1000000,0.0,3
4738,4738,6131,BG Monitor Diabetes,19,4.4,643,2.8,10000,0.0,0
2649,2649,3520,Solid Explorer File Manager,27,4.6,67523,22.571652379544755,1000000,0.0,0
1920,1920,2595,"ooVoo Video Calls, Messaging & Stories",20,4.3,1157004,34.0,50000000,0.0,0
332,332,384,Hangouts Dialer - Call Phones,6,4.0,122498,22.571652379544755,10000000,0.0,0
3948,3948,5139,Chenoweth AH,19,5.0,1,27.0,100,0.0,0
7288,7288,9582,Stick 'Em Up 2 Starter Edition,17,3.8,2102,40.0,100000,0.0,2
6429,6429,8482,Fodbold DK Pro,23,4.6,315,4.3,1000,2.99,0
4270,4270,5556,Jenga® AR,18,2.9,53,82.0,10000,0.0,0
